CAMPUS,CAMPNAME,CDALLS,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_RATING,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,REGION,REGNNAME
'037904043,NICHOLS INT,77,662,100,93,12.7,735,662,.,0,554,83.7,292,44.1,.,0,104,15.7,.,0,C,JACKSONVILLE ISD,'037904,6,5,'05 - 06,M,'07,REGION 07: KILGORE
'037904102,EAST SIDE EL,83,185,32.4,45,10.5,427,571,.,0,427,74.8,139,24.3,.,0,89,15.6,.,0,B,JACKSONVILLE ISD,'037904,4,EE,'EE - 04,E,'07,REGION 07: KILGORE
'037904103,FRED DOUGLASS,74,196,32.9,43,10,432,595,.,0,516,86.7,294,49.4,.,0,76,12.8,.,0,C,JACKSONVILLE ISD,'037904,4,EE,'EE - 04,E,'07,REGION 07: KILGORE
'037904104,WEST SIDE EL,74,117,31.5,38,14.6,261,372,.,0,353,94.9,148,39.8,.,0,39,10.5,.,0,C,JACKSONVILLE ISD,'037904,4,PK,'PK - 04,E,'07,REGION 07: KILGORE
'037904105,JOE WRIGHT EL,85,174,32.5,54,14.6,371,536,.,0,479,89.4,219,40.9,.,0,99,18.5,.,0,B,JACKSONVILLE ISD,'037904,4,EE,'EE - 04,E,'07,REGION 07: KILGORE
'037907002,RUSK H S,76,594,100,84,13.3,633,594,.,0,375,63.1,32,5.4,0,0,66,11.1,.,0,C,RUSK ISD,'037907,12,9,'09 - 12,S,'07,REGION 07: KILGORE
'037907041,RUSK J H,83,481,100,58,11.8,492,481,.,0,334,69.4,41,8.5,.,0,56,11.6,.,0,B,RUSK ISD,'037907,8,6,'06 - 08,M,'07,REGION 07: KILGORE
'037907100,RUSK INT,74,285,100,43,14.1,306,285,.,0,207,72.6,23,8.1,.,0,51,17.9,.,0,C,RUSK ISD,'037907,5,4,'04 - 05,E,'07,REGION 07: KILGORE
'037907102,RUSK EL,89,128,50,38,12.1,315,256,.,0,193,75.4,28,10.9,.,0,43,16.8,.,0,B,RUSK ISD,'037907,3,2,'02 - 03,E,'07,REGION 07: KILGORE
'037907103,GW BRADFORD PRI,89,0,0,17,12.3,138,385,.,0,310,80.5,34,8.8,.,0,38,9.9,.,0,B,RUSK ISD,'037907,1,EE,'EE - 01,E,'07,REGION 07: KILGORE
'037908001,NEW SUMMERFIELD SCHOOL,88,396,73.6,38,7.8,489,538,0,0,467,86.8,260,48.3,0,0,51,9.5,0,0,B,NEW SUMMERFIELD ISD,'037908,12,PK,'PK - 12,B,'07,REGION 07: KILGORE
'037909001,WELLS SCHOOL,87,184,71.3,27,20.3,133,258,.,0,177,68.6,11,4.3,0,0,49,19,.,0,B,WELLS ISD,'037909,12,PK,'PK - 12,B,'07,REGION 07: KILGORE
'038901001,CHILDRESS H S,88,294,100,46,14.7,313,294,0,0,117,39.8,6,2,0,0,30,10.2,0,0,B,CHILDRESS ISD,'038901,12,9,'09 - 12,S,'16,REGION 16: AMARILLO
'038901041,CHILDRESS J H,78,269,100,30,10.9,276,269,.,0,130,48.3,11,4.1,.,0,42,15.6,0,0,C,CHILDRESS ISD,'038901,8,6,'06 - 08,M,'16,REGION 16: AMARILLO
'038901102,CHILDRESS EL,91,212,47.1,54,13.8,392,450,.,0,297,66,18,4,.,0,70,15.6,.,0,A,CHILDRESS ISD,'038901,5,EE,'EE - 05,E,'16,REGION 16: AMARILLO
'039902001,HENRIETTA H S,90,290,100,46,15.8,291,290,0,0,55,19,0,0,0,0,34,11.7,0,0,A,HENRIETTA ISD,'039902,12,9,'09 - 12,S,'09,REGION 09: WICHITA FALLS
'039902041,HENRIETTA MIDDLE,81,220,100,36,15.3,235,220,.,0,68,30.9,1,0.5,.,0,43,19.5,0,0,B,HENRIETTA ISD,'039902,8,6,'06 - 08,M,'09,REGION 09: WICHITA FALLS
'039902101,HENRIETTA EL,74,205,47.5,52,14.5,359,432,.,0,167,38.7,3,0.7,.,0,83,19.2,.,0,C,HENRIETTA ISD,'039902,5,EE,'EE - 05,E,'09,REGION 09: WICHITA FALLS
'039903001,PETROLIA JUNIOR HIGH/HIGH SCHOOL,84,197,100,36,17.1,210,197,0,0,74,37.6,2,1,0,0,31,15.7,0,0,B,PETROLIA CISD,'039903,12,7,'07 - 12,S,'09,REGION 09: WICHITA FALLS
'039903101,PETROLIA EL,66,132,50,26,12.2,213,264,0,0,139,52.7,2,0.8,0,0,36,13.6,0,0,Not Rated: SB 1365,PETROLIA CISD,'039903,6,PK,'PK - 06,E,'09,REGION 09: WICHITA FALLS
'039904001,BELLEVUE SCHOOL,75,109,72.2,22,16.1,137,151,0,0,82,54.3,2,1.3,0,0,21,13.9,0,0,C,BELLEVUE ISD,'039904,12,PK,'PK - 12,B,'09,REGION 09: WICHITA FALLS
'039905001,MIDWAY SCHOOL,86,100,76.3,26,19.8,131,131,0,0,83,63.4,4,3.1,0,0,31,23.7,0,0,B,MIDWAY ISD,'039905,12,PK,'PK - 12,B,'09,REGION 09: WICHITA FALLS
'040901001,MORTON SCHOOL,82,257,71.4,56,15.6,358,360,0,0,289,80.3,81,22.5,0,0,46,12.8,0,0,B,MORTON ISD,'040901,12,PK,'PK - 12,B,'17,REGION 17: LUBBOCK
'040902001,WHITEFACE SCHOOL,84,233,74.4,28,8.9,316,313,.,0,179,57.2,33,10.5,0,0,38,12.1,.,0,B,WHITEFACE CISD,'040902,12,PK,'PK - 12,B,'17,REGION 17: LUBBOCK
'041901001,BRONTE ISD,91,162,68.1,30,13.6,221,238,0,0,119,50,4,1.7,0,0,34,14.3,0,0,A,BRONTE ISD,'041901,12,EE,'EE - 12,B,'15,REGION 15: SAN ANGELO
'041902001,ROBERT LEE SCHOOL,85,195,76.5,34,13.7,249,255,0,0,156,61.2,3,1.2,0,0,31,12.2,0,0,B,ROBERT LEE ISD,'041902,12,PK,'PK - 12,B,'15,REGION 15: SAN ANGELO
'041902002,FAIRVIEW ACCELERATED,.,2,100,3,100,3,2,0,0,2,100,0,0,0,0,0,0,0,0,Not Rated,ROBERT LEE ISD,'041902,10,9,'09 - 10,S,'15,REGION 15: SAN ANGELO
'041902005,FAIRVIEW DAEP,.,2,100,1,100,1,2,0,0,2,100,0,0,0,0,0,0,0,0,Not Rated,ROBERT LEE ISD,'041902,9,8,'08 - 09,M,'15,REGION 15: SAN ANGELO
'041902102,VERIBEST SPECIAL PROGRAMS,.,0,0,.,.,.,1,.,0,1,100,0,0,.,0,1,100,.,0,Not Rated,ROBERT LEE ISD,'041902,EE,EE,'EE - EE,E,'15,REGION 15: SAN ANGELO
'041902180,WALL SP PROG,.,1,100,0,0,1,1,.,0,1,100,0,0,.,0,1,100,0,0,Not Rated,ROBERT LEE ISD,'041902,7,7,'07 - 07,M,'15,REGION 15: SAN ANGELO
'041902195,FAIRVIEW SPECIAL PROGRAMS,.,1,100,0,0,2,1,0,0,1,100,0,0,0,0,1,100,0,0,Not Rated,ROBERT LEE ISD,'041902,10,10,'10 - 10,S,'15,REGION 15: SAN ANGELO
'042901001,COLEMAN H S,84,207,100,35,14.1,249,207,0,0,102,49.3,2,1,0,0,34,16.4,0,0,B,COLEMAN ISD,'042901,12,9,'09 - 12,S,'15,REGION 15: SAN ANGELO
'042901041,COLEMAN J H,78,241,100,36,13.4,268,241,0,0,139,57.7,9,3.7,0,0,36,14.9,0,0,C,COLEMAN ISD,'042901,8,5,'05 - 08,M,'15,REGION 15: SAN ANGELO
'042901102,COLEMAN EL,67,130,36.9,44,16.6,265,352,0,0,236,67,5,1.4,0,0,61,17.3,0,0,Not Rated: SB 1365,COLEMAN ISD,'042901,4,PK,'PK - 04,E,'15,REGION 15: SAN ANGELO
'042903001,SANTA ANNA SECONDARY,89,132,100,22,15.5,142,132,0,0,132,100,1,0.8,0,0,12,9.1,0,0,B,SANTA ANNA ISD,'042903,12,7,'07 - 12,S,'15,REGION 15: SAN ANGELO
'042903101,SANTA ANNA EL,85,61,50.4,20,17.4,115,121,0,0,121,100,0,0,0,0,8,6.6,0,0,B,SANTA ANNA ISD,'042903,6,PK,'PK - 06,E,'15,REGION 15: SAN ANGELO
'042905001,PANTHER CREEK SCHOOL,87,112,67.9,41,27.5,149,165,0,0,122,73.9,1,0.6,0,0,43,26.1,0,0,B,PANTHER CREEK CISD,'042905,12,EE,'EE - 12,B,'15,REGION 15: SAN ANGELO
'043801001,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,98,1021,73.7,99,7.2,1369,1386,0,0,125,9,140,10.1,0,0,73,5.3,0,0,A,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,'043801,12,KG,'KG - 12,B,'10,REGION 10: RICHARDSON
'043802101,LONE STAR LANGUAGE ACADEMY,98,57,39,67,32.8,204,146,.,0,3,2.1,14,9.6,.,0,8,5.5,.,0,A,LONE STAR LANGUAGE ACADEMY,'043802,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043901001,ALLEN H S,93,5315,100,337,6.1,5481,5315,.,0,610,11.5,233,4.4,0,0,497,9.4,.,0,A,ALLEN ISD,'043901,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043901002,LOWERY FRESHMAN CENTER,90,1784,100,106,5.7,1856,1784,.,0,248,13.9,81,4.5,0,0,189,10.6,.,0,A,ALLEN ISD,'043901,9,9,'09 - 09,S,'10,REGION 10: RICHARDSON
'043901003,COLLIN CO J J A E P,.,1,100,10,100,10,1,.,0,0,0,0,0,0,0,0,0,.,0,Not Rated,ALLEN ISD,'043901,9,9,'09 - 09,S,'10,REGION 10: RICHARDSON
'043901042,W E PETE FORD MIDDLE,92,847,100,71,8.2,870,847,.,0,228,26.9,82,9.7,.,0,130,15.3,.,0,A,ALLEN ISD,'043901,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'043901043,WALTER & LOIS CURTIS MIDDLE,91,1343,100,93,6.4,1452,1343,.,0,232,17.3,86,6.4,.,0,190,14.1,.,0,A,ALLEN ISD,'043901,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'043901044,ERECKSON MIDDLE,95,1256,100,104,8.1,1290,1256,.,0,186,14.8,91,7.2,.,0,147,11.7,.,0,A,ALLEN ISD,'043901,8,7,'07 - 08,M,'10,REGION 10: RICHARDSON
'043901101,D L ROUNTREE EL,78,174,39.5,45,14.1,320,441,.,0,252,57.1,88,20,.,0,123,27.9,.,0,C,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043901102,ALTON BOYD EL,76,320,57.9,87,15.3,569,553,.,0,298,53.9,250,45.2,.,0,109,19.7,.,0,C,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901104,GENE M REED EL,90,283,60.1,82,17.2,478,471,.,0,153,32.5,47,10,.,0,92,19.5,.,0,A,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043901105,ALVIS C STORY EL,78,272,60,33,7.7,431,453,.,0,90,19.9,45,9.9,.,0,89,19.6,.,0,C,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901106,MAX O VAUGHAN EL,95,437,62.8,50,7.4,676,696,.,0,119,17.1,54,7.8,.,0,84,12.1,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901107,FLOSSIE FLOYD GREEN EL,93,330,57.5,70,13.1,534,574,.,0,101,17.6,64,11.1,.,0,90,15.7,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901108,FRANCES E NORTON EL,93,380,56.5,74,12.3,604,672,.,0,87,12.9,86,12.8,.,0,88,13.1,.,0,A,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043901109,GEORGE J ANDERSON EL,92,243,61.2,36,9.4,385,397,.,0,66,16.6,44,11.1,.,0,75,18.9,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901110,BOLIN EL,91,323,60.6,48,9.3,515,533,.,0,108,20.3,69,12.9,.,0,114,21.4,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901111,KERR EL,95,413,58.1,68,10.8,629,711,.,0,86,12.1,83,11.7,.,0,82,11.5,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901112,JAMES AND MARGIE MARION EL,90,337,61.4,33,6.2,534,549,.,0,96,17.5,50,9.1,.,0,85,15.5,.,0,A,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043901113,DR E T BOON EL,95,451,58.6,64,9.4,684,770,.,0,91,11.8,114,14.8,.,0,95,12.3,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901114,CARLENA CHANDLER EL,93,378,64.8,52,8.7,600,583,.,0,97,16.6,56,9.6,.,0,104,17.8,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901115,MARY EVANS EL,97,445,60.8,48,7.2,664,732,.,0,56,7.7,71,9.7,.,0,81,11.1,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901116,DAVID AND LYNDA OLSON EL,93,316,58.8,51,9.9,517,537,.,0,99,18.4,61,11.4,.,0,91,16.9,.,0,A,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043901117,BEVERLY CHEATHAM EL,95,362,48.5,32,5.5,584,747,.,0,126,16.9,143,19.1,.,0,135,18.1,.,0,A,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043901118,LOIS LINDSEY EL,95,437,51.9,79,10.4,760,842,.,0,134,15.9,122,14.5,.,0,83,9.9,.,0,A,ALLEN ISD,'043901,6,KG,'KG - 06,E,'10,REGION 10: RICHARDSON
'043901119,JENNY PRESTON EL,95,381,62.2,46,9.1,503,613,.,0,33,5.4,25,4.1,.,0,88,14.4,.,0,A,ALLEN ISD,'043901,6,EE,'EE - 06,E,'10,REGION 10: RICHARDSON
'043902001,ANNA H S,86,1209,100,165,14.1,1171,1209,0,0,558,46.2,111,9.2,0,0,133,11,0,0,B,ANNA ISD,'043902,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043902005,ANNA ISD DAEP,.,10,100,42,100,42,10,0,0,9,90,0,0,0,0,3,30,0,0,Not Rated,ANNA ISD,'043902,12,6,'06 - 12,B,'10,REGION 10: RICHARDSON
'043902041,ANNA MIDDLE,75,1028,100,170,16.3,1046,1028,0,0,514,50,142,13.8,0,0,136,13.2,0,0,C,ANNA ISD,'043902,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043902101,JOE K BRYANT EL,72,351,50.4,123,20.1,613,696,0,0,357,51.3,51,7.3,0,0,102,14.7,0,0,C,ANNA ISD,'043902,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043902103,SUE EVELYN RATTAN EL,72,266,44.9,90,18.6,483,593,0,0,292,49.2,56,9.4,0,0,114,19.2,0,0,C,ANNA ISD,'043902,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'043902105,JUDITH L HARLOW EL,90,358,44.8,100,17.5,570,800,0,0,433,54.1,219,27.4,0,0,113,14.1,0,0,A,ANNA ISD,'043902,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'043902106,ANNA EDUCATION CENTER,72,0,0,.,.,.,99,0,0,75,75.8,8,8.1,0,0,30,30.3,0,0,C,ANNA ISD,'043902,PK,EE,'EE - PK,E,'10,REGION 10: RICHARDSON
'043902197,SPECIAL PROG CTR/J J A E P,.,1,100,3,100,3,1,0,0,1,100,0,0,0,0,0,0,0,0,Not Rated,ANNA ISD,'043902,11,11,'11 - 11,S,'10,REGION 10: RICHARDSON
'043903001,CELINA H S,90,997,100,95,9.8,971,997,0,0,120,12,36,3.6,0,0,92,9.2,0,0,A,CELINA ISD,'043903,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043903041,CELINA J H,93,767,100,69,9.3,739,767,0,0,94,12.3,51,6.6,0,0,95,12.4,0,0,A,CELINA ISD,'043903,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043903101,MARCY B LYKINS EL,92,407,64.2,52,8.8,592,634,0,0,110,17.4,97,15.3,0,0,91,14.4,0,0,A,CELINA ISD,'043903,5,1,'01 - 05,E,'10,REGION 10: RICHARDSON
'043903103,CELINA PRI,89,0,0,.,.,.,310,0,0,90,29,45,14.5,0,0,31,10,0,0,B,CELINA ISD,'043903,KG,EE,'EE - KG,E,'10,REGION 10: RICHARDSON
'043903104,O'DELL EL,89,385,59.9,115,18.3,627,643,0,0,76,11.8,42,6.5,0,0,75,11.7,0,0,B,CELINA ISD,'043903,5,1,'01 - 05,E,'10,REGION 10: RICHARDSON
'043904001,FARMERSVILLE H S,89,626,100,68,11,619,626,0,0,267,42.7,47,7.5,0,0,56,8.9,0,0,B,FARMERSVILLE ISD,'043904,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043904041,FARMERSVILLE J H,83,476,100,58,12.1,480,476,0,0,258,54.2,73,15.3,0,0,53,11.1,0,0,B,FARMERSVILLE ISD,'043904,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043904101,TATUM EL,79,0,0,17,13.2,129,364,0,0,243,66.8,61,16.8,0,0,56,15.4,0,0,C,FARMERSVILLE ISD,'043904,1,EE,'EE - 01,E,'10,REGION 10: RICHARDSON
'043904102,FARMERSVILLE INT,79,425,77,79,13.7,577,552,0,0,310,56.2,116,21,0,0,107,19.4,0,0,C,FARMERSVILLE ISD,'043904,5,2,'02 - 05,E,'10,REGION 10: RICHARDSON
'043905001,FRISCO H S,90,1939,100,176,9.2,1923,1939,0,0,391,20.2,143,7.4,0,0,172,8.9,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905002,CENTENNIAL H S,97,2067,100,102,4.8,2147,2067,0,0,213,10.3,56,2.7,0,0,141,6.8,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905003,COLLIN CO J J A E P,.,4,100,6,85.7,7,4,0,0,0,0,0,0,0,0,2,50,0,0,Not Rated,FRISCO ISD,'043905,12,10,'10 - 12,S,'10,REGION 10: RICHARDSON
'043905005,WAKELAND H S,97,2093,100,82,3.8,2148,2093,0,0,98,4.7,16,0.8,0,0,144,6.9,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905006,LIBERTY H S,97,1935,100,108,5.2,2065,1935,0,0,203,10.5,51,2.6,0,0,116,6,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905007,HERITAGE H S,92,2055,100,141,6.5,2166,2055,0,0,277,13.5,22,1.1,0,0,150,7.3,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905008,LONE STAR H S,90,2253,100,149,6.7,2224,2253,0,0,347,15.4,63,2.8,0,0,197,8.7,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905009,INDEPENDENCE H S,96,1816,100,120,5.1,2338,1816,0,0,175,9.6,19,1,0,0,126,6.9,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905010,REEDY H S,97,2299,100,84,3.9,2152,2299,0,0,134,5.8,31,1.3,0,0,140,6.1,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905011,LEBANON TRAIL H S,93,2019,100,132,6.8,1951,2019,0,0,270,13.4,88,4.4,0,0,204,10.1,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905012,MEMORIAL H S,90,1975,100,126,6.7,1889,1975,0,0,325,16.5,78,3.9,0,0,185,9.4,0,0,A,FRISCO ISD,'043905,12,9,'09 - 12,S,'10,REGION 10: RICHARDSON
'043905013,EMERSON H S,88,828,100,.,.,.,828,0,0,132,15.9,31,3.7,0,0,75,9.1,0,0,B,FRISCO ISD,'043905,10,9,'09 - 10,S,'10,REGION 10: RICHARDSON
'043905041,STALEY MIDDLE,86,580,100,97,15,647,580,0,0,231,39.8,121,20.9,0,0,101,17.4,0,0,B,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905043,CLARK MIDDLE,88,887,100,115,12.6,916,887,0,0,205,23.1,91,10.3,0,0,106,12,0,0,B,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905044,PIONEER HERITAGE MIDDLE,97,1091,100,65,6,1084,1091,0,0,56,5.1,35,3.2,0,0,113,10.4,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905045,WESTER MIDDLE,95,799,100,74,8.7,846,799,0,0,120,15,56,7,0,0,114,14.3,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905046,GRIFFIN MIDDLE,91,786,100,46,5.5,837,786,0,0,35,4.5,22,2.8,0,0,83,10.6,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905047,ROACH MIDDLE,94,929,100,66,6.7,984,929,0,0,145,15.6,26,2.8,0,0,88,9.5,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905048,FOWLER MIDDLE,97,963,100,55,5.3,1039,963,0,0,97,10.1,54,5.6,0,0,69,7.2,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905049,STAFFORD MIDDLE,93,952,100,65,6.5,1006,952,0,0,138,14.5,44,4.6,0,0,121,12.7,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905050,SCOGGINS MIDDLE,84,1109,100,106,9.6,1101,1109,0,0,227,20.5,52,4.7,0,0,131,11.8,0,0,B,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905051,HUNT MIDDLE,93,881,100,88,9.2,956,881,0,0,161,18.3,108,12.3,0,0,77,8.7,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905052,MAUS MIDDLE,95,922,100,69,7.2,952,922,0,0,131,14.2,39,4.2,0,0,100,10.8,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905053,COBB MIDDLE,88,895,100,101,10.6,955,895,0,0,108,12.1,41,4.6,0,0,120,13.4,0,0,B,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905054,VANDEVENTER MIDDLE,92,919,100,93,9.8,952,919,0,0,105,11.4,53,5.8,0,0,84,9.1,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905055,TRENT MIDDLE,92,1129,100,56,5.1,1100,1129,0,0,101,8.9,57,5,0,0,131,11.6,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905056,PEARSON MIDDLE,97,1021,100,43,4.2,1032,1021,0,0,62,6.1,62,6.1,0,0,90,8.8,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905057,NELSON MIDDLE,97,1126,100,42,4,1045,1126,0,0,54,4.8,42,3.7,0,0,81,7.2,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905058,LAWLER MIDDLE,98,953,100,47,4.9,955,953,0,0,30,3.1,31,3.3,0,0,64,6.7,0,0,A,FRISCO ISD,'043905,8,6,'06 - 08,M,'10,REGION 10: RICHARDSON
'043905102,ROGERS EL,84,282,48.9,69,13.4,516,577,0,0,159,27.6,51,8.8,.,0,86,14.9,0,0,B,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905103,CURTSINGER EL,94,304,52.2,54,10.6,509,582,0,0,74,12.7,92,15.8,.,0,86,14.8,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905104,SMITH EL,88,340,56.5,56,9.7,576,602,0,0,68,11.3,92,15.3,.,0,65,10.8,0,0,B,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905105,ANDERSON EL,97,391,53.2,91,13.8,659,735,0,0,111,15.1,123,16.7,.,0,51,6.9,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905106,CHRISTIE EL,89,167,42.8,49,14.5,337,390,0,0,165,42.3,186,47.7,.,0,62,15.9,0,0,B,FRISCO ISD,'043905,5,PK,'PK - 05,E,'10,REGION 10: RICHARDSON
'043905107,FISHER EL,92,286,53.2,47,9.4,499,538,0,0,33,6.1,35,6.5,.,0,101,18.8,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905108,BRIGHT ACAD,90,251,53.1,84,18.1,465,473,0,0,199,42.1,43,9.1,.,0,76,16.1,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905109,BORCHARDT EL,98,401,55.2,57,8.2,696,727,0,0,58,8,147,20.2,.,0,70,9.6,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905110,SHAWNEE TRAIL EL,86,197,39.8,56,14.6,383,495,0,0,143,28.9,131,26.5,.,0,89,18,0,0,B,FRISCO ISD,'043905,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'043905111,SPEARS EL,90,392,49.8,113,16.5,685,787,0,0,177,22.5,123,15.6,.,0,70,8.9,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905112,SPARKS EL,97,391,54.8,58,9.2,629,713,0,0,36,5,57,8,.,0,93,13,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905113,GUNSTREAM EL,88,295,50.8,48,9.4,513,581,0,0,99,17,94,16.2,.,0,72,12.4,0,0,B,FRISCO ISD,'043905,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'043905114,RIDDLE EL,93,380,50.4,112,17.7,631,754,0,0,60,8,221,29.3,.,0,56,7.4,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905115,BOALS EL,89,334,50.9,59,10.9,543,656,0,0,120,18.3,80,12.2,.,0,69,10.5,0,0,B,FRISCO ISD,'043905,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
'043905116,ISBELL EL,92,420,51.5,69,11.3,608,815,0,0,48,5.9,137,16.8,.,0,77,9.4,0,0,A,FRISCO ISD,'043905,5,KG,'KG - 05,E,'10,REGION 10: RICHARDSON
'043905117,PINK EL,94,335,51.5,27,5.4,498,650,0,0,48,7.4,75,11.5,.,0,80,12.3,0,0,A,FRISCO ISD,'043905,5,EE,'EE - 05,E,'10,REGION 10: RICHARDSON
